ID,¿Cúal es tu horario de trabajo normalmnete ?,¿Eres madrugador o nocturno?,¿Prefieres un sitio ruidoso o silencioso?,¿Cúal es tu nivel educativo?,¿Te gusta leer?,¿Te gusta ir al cine?,¿Practicas algun deporte o actividad recreativa?,¿Prefieres vivir con mascotas o sin mascotas?,¿Te gusta cocinar ?,¿Sigues alguna dieta?,¿Te gusta fumar?,¿Te visitan frecuentemente?,¿eres una persona ordenada o relajada ?,¿Qué generos de musica te gustan?,¿Acostumbras escuchar musica en volumen alto?,¿Tu plan perfecto seria tarde de pelis o salir a algun lugar a divertirte?,¿Tocas algun instrumento musical?
4579,tarde,madrugador,silencioso,secundaria,si,si,no,con mascotas,no,no,no,no,ordenada,rock,no,pelis,no
4580,noche,nocturno,ruidoso,secundaria,no,si,no,con mascotas,no,no,no,no,relajado,pop,no,salir,no
4581,noche,madrugador,silencioso,universidad,no,no,si,sin mascotas,no,no,no,si,relajado,salsa,no,salir,no
4582,mañana,madrugador,ruidoso,preparatoria,no,si,no,con mascotas,si,no,no,no,relajado,pop,no,pelis,no
4583,noche,madrugador,ruidoso,universidad,si,si,no,con mascotas,no,no,no,si,ordenada,salsa,no,pelis,si
4584,noche,nocturno,ruidoso,universidad,si,si,si,sin mascotas,si,no,no,si,ordenada,pop,si,salir,no
4585,noche,nocturno,silencioso,universidad,si,no,no,sin mascotas,no,no,no,no,ordenada,pop,si,salir,no
4586,tarde,madrugador,silencioso,universidad,si,si,no,sin mascotas,no,no,si,no,ordenada,pop,si,pelis,no
4587,noche,nocturno,silencioso,universidad,no,si,si,con mascotas,si,no,no,no,ordenada,rock,si,pelis,si
4588,noche,nocturno,silencioso,preparatoria,si,no,si,sin mascotas,no,si,no,no,relajado,rock,no,salir,si
4589,mañana,madrugador,ruidoso,preparatoria,no,si,si,sin mascotas,si,si,no,no,ordenada,cumbia,no,pelis,no
4590,mañana,nocturno,silencioso,universidad,si,no,no,sin mascotas,no,no,no,no,relajado,rock,no,pelis,si
4591,noche,madrugador,ruidoso,secundaria,si,no,si,sin mascotas,si,si,si,no,ordenada,electronica,si,salir,si
4592,mañana,madrugador,ruidoso,universidad,no,si,si,sin mascotas,no,si,no,no,ordenada,pop,si,salir,no
4593,noche,madrugador,silencioso,secundaria,no,no,si,sin mascotas,si,no,no,no,relajado,rock,no,salir,no
4594,mañana,madrugador,silencioso,universidad,si,no,no,con mascotas,no,si,si,si,relajado,electronica,si,pelis,si
4595,tarde,nocturno,ruidoso,preparatoria,si,no,no,con mascotas,si,si,no,si,relajado,electronica,si,pelis,si
4596,tarde,nocturno,silencioso,preparatoria,no,si,si,con mascotas,si,si,no,no,relajado,salsa,no,pelis,si
4597,tarde,madrugador,silencioso,preparatoria,si,si,no,sin mascotas,no,si,si,si,relajado,pop,no,pelis,no
4598,tarde,nocturno,silencioso,secundaria,si,si,si,con mascotas,si,si,si,si,ordenada,salsa,no,pelis,si
4599,tarde,nocturno,silencioso,preparatoria,si,si,no,sin mascotas,no,si,no,no,relajado,cumbia,no,pelis,no
4600,tarde,madrugador,ruidoso,secundaria,si,si,no,sin mascotas,si,no,no,si,relajado,rock,no,salir,no
4601,tarde,madrugador,ruidoso,secundaria,no,no,si,con mascotas,no,no,no,si,relajado,cumbia,si,pelis,si
4602,mañana,nocturno,ruidoso,secundaria,si,si,no,con mascotas,no,no,no,si,relajado,electronica,si,salir,no
4603,tarde,nocturno,silencioso,universidad,si,no,si,sin mascotas,no,no,si,no,ordenada,pop,no,salir,no
4604,tarde,nocturno,ruidoso,universidad,si,no,no,con mascotas,no,si,no,si,relajado,rock,no,salir,no
4605,mañana,madrugador,silencioso,secundaria,no,si,no,con mascotas,si,no,si,no,relajado,pop,si,salir,no
4606,tarde,nocturno,ruidoso,preparatoria,no,si,no,con mascotas,no,si,si,no,ordenada,pop,si,pelis,si
4607,mañana,nocturno,ruidoso,secundaria,no,si,si,con mascotas,no,si,no,no,relajado,rock,no,salir,si
4608,tarde,nocturno,ruidoso,preparatoria,no,no,si,con mascotas,no,no,no,no,ordenada,pop,si,pelis,si
4609,noche,madrugador,silencioso,preparatoria,no,no,no,con mascotas,no,no,no,no,relajado,pop,no,pelis,si
4610,noche,nocturno,ruidoso,secundaria,no,no,si,con mascotas,si,si,si,si,relajado,electronica,si,pelis,no
4611,noche,madrugador,silencioso,universidad,si,no,no,con mascotas,si,si,no,no,relajado,cumbia,no,pelis,si
4612,mañana,madrugador,ruidoso,universidad,si,no,si,con mascotas,si,no,no,si,ordenada,electronica,no,salir,si
4613,noche,nocturno,silencioso,preparatoria,no,si,si,con mascotas,si,no,no,si,ordenada,rock,si,salir,no
4614,mañana,nocturno,silencioso,preparatoria,no,si,no,con mascotas,no,no,no,no,relajado,salsa,no,pelis,no
4615,noche,madrugador,ruidoso,universidad,si,si,si,sin mascotas,no,si,no,si,relajado,salsa,si,salir,no
4616,mañana,nocturno,silencioso,secundaria,si,si,no,con mascotas,si,no,no,si,relajado,cumbia,si,salir,no
4617,mañana,madrugador,silencioso,secundaria,si,si,si,sin mascotas,no,si,si,no,relajado,electronica,si,salir,no
4618,mañana,nocturno,ruidoso,universidad,no,si,si,con mascotas,si,no,no,si,relajado,cumbia,si,pelis,si
4619,mañana,nocturno,silencioso,universidad,no,no,si,sin mascotas,si,no,no,si,ordenada,cumbia,no,pelis,si
4620,tarde,madrugador,ruidoso,universidad,si,no,si,sin mascotas,no,no,si,si,ordenada,electronica,no,pelis,si
4621,mañana,nocturno,silencioso,preparatoria,si,si,si,con mascotas,no,si,si,si,relajado,rock,si,pelis,si
4622,tarde,madrugador,ruidoso,preparatoria,no,no,si,con mascotas,no,si,si,no,relajado,pop,no,pelis,si
4623,tarde,nocturno,ruidoso,preparatoria,no,no,si,sin mascotas,no,no,no,no,ordenada,salsa,si,salir,si
4624,mañana,nocturno,silencioso,universidad,no,si,si,sin mascotas,no,no,si,no,ordenada,salsa,no,pelis,no
4625,noche,nocturno,silencioso,preparatoria,no,si,no,con mascotas,si,si,no,no,ordenada,salsa,si,salir,si
4626,tarde,madrugador,silencioso,universidad,no,si,no,sin mascotas,no,no,si,no,ordenada,rock,no,pelis,si
4627,mañana,nocturno,silencioso,preparatoria,si,no,no,con mascotas,si,no,si,no,ordenada,electronica,si,salir,si
4628,noche,madrugador,ruidoso,preparatoria,no,no,si,sin mascotas,no,no,no,si,ordenada,cumbia,si,pelis,no
4629,tarde,nocturno,ruidoso,preparatoria,si,si,si,con mascotas,si,no,si,si,ordenada,cumbia,si,salir,no
4630,tarde,nocturno,silencioso,universidad,si,no,si,con mascotas,no,si,si,no,ordenada,pop,no,salir,si
4631,noche,nocturno,silencioso,universidad,si,no,si,con mascotas,si,si,no,no,relajado,electronica,no,salir,si
4632,mañana,madrugador,ruidoso,secundaria,si,no,si,con mascotas,si,no,no,no,relajado,cumbia,si,pelis,si
4633,tarde,madrugador,silencioso,preparatoria,si,si,no,sin mascotas,si,no,si,si,relajado,electronica,si,salir,si
4634,tarde,madrugador,ruidoso,secundaria,no,si,si,sin mascotas,no,si,no,no,ordenada,salsa,no,pelis,no
4635,mañana,nocturno,silencioso,secundaria,si,no,si,con mascotas,no,no,si,no,relajado,salsa,si,salir,no
4636,tarde,madrugador,ruidoso,universidad,si,no,no,sin mascotas,no,si,no,si,relajado,electronica,si,pelis,si
4637,tarde,madrugador,silencioso,secundaria,si,si,no,sin mascotas,no,si,si,no,relajado,salsa,si,pelis,si
4638,noche,madrugador,ruidoso,universidad,si,si,si,con mascotas,no,si,si,si,relajado,pop,si,pelis,no
4639,tarde,nocturno,silencioso,preparatoria,no,no,no,con mascotas,si,no,no,no,relajado,cumbia,no,salir,si
4640,noche,nocturno,silencioso,secundaria,si,si,si,con mascotas,si,si,no,no,relajado,salsa,no,pelis,si
4641,tarde,madrugador,ruidoso,universidad,no,no,si,sin mascotas,si,no,si,no,ordenada,pop,si,salir,no
4642,tarde,madrugador,silencioso,preparatoria,si,no,no,con mascotas,no,no,si,si,ordenada,rock,si,pelis,si
4643,tarde,madrugador,silencioso,universidad,si,no,si,con mascotas,no,no,si,no,relajado,electronica,si,salir,no
4644,tarde,madrugador,ruidoso,secundaria,si,no,si,con mascotas,si,si,si,si,ordenada,salsa,no,pelis,no
4645,mañana,nocturno,silencioso,secundaria,no,no,no,con mascotas,no,no,no,no,relajado,cumbia,no,pelis,no
4646,mañana,madrugador,silencioso,secundaria,si,no,si,con mascotas,no,si,si,si,ordenada,salsa,no,pelis,no
4647,tarde,nocturno,silencioso,secundaria,no,no,si,con mascotas,si,no,no,si,ordenada,salsa,si,salir,no
4648,noche,madrugador,ruidoso,universidad,si,si,no,con mascotas,si,no,si,si,relajado,salsa,si,salir,si
4649,tarde,nocturno,ruidoso,secundaria,no,si,no,sin mascotas,si,no,no,no,ordenada,pop,no,salir,si
4650,tarde,nocturno,ruidoso,universidad,si,no,si,con mascotas,no,no,si,no,ordenada,pop,si,salir,no
4651,tarde,madrugador,ruidoso,secundaria,si,si,si,sin mascotas,si,no,si,si,relajado,pop,no,salir,no
4652,mañana,madrugador,ruidoso,universidad,no,si,si,sin mascotas,no,si,no,si,relajado,cumbia,si,pelis,no
4653,tarde,nocturno,ruidoso,secundaria,si,si,no,con mascotas,si,si,si,si,relajado,salsa,no,pelis,si
4654,tarde,nocturno,ruidoso,preparatoria,si,no,si,con mascotas,si,no,si,si,ordenada,electronica,si,salir,no
4655,mañana,madrugador,ruidoso,universidad,si,si,no,sin mascotas,si,no,no,no,relajado,rock,si,salir,si
4656,mañana,nocturno,ruidoso,universidad,si,si,no,sin mascotas,si,no,si,si,relajado,cumbia,si,pelis,si
4657,noche,nocturno,silencioso,preparatoria,si,no,si,sin mascotas,no,si,si,no,ordenada,pop,no,salir,no
4658,tarde,nocturno,silencioso,secundaria,si,no,no,con mascotas,no,no,no,no,relajado,pop,no,salir,si
4659,tarde,nocturno,ruidoso,preparatoria,si,no,no,sin mascotas,no,si,no,no,ordenada,cumbia,no,pelis,si
4660,noche,madrugador,ruidoso,universidad,no,si,si,sin mascotas,si,si,si,si,relajado,pop,si,pelis,no
4661,tarde,madrugador,ruidoso,secundaria,no,si,no,sin mascotas,no,no,si,no,ordenada,electronica,no,salir,no
4662,tarde,madrugador,silencioso,preparatoria,si,si,no,con mascotas,si,si,si,no,ordenada,rock,no,pelis,si
4663,tarde,madrugador,silencioso,universidad,si,no,si,con mascotas,si,no,si,no,ordenada,cumbia,no,pelis,si
4664,mañana,madrugador,ruidoso,universidad,no,no,si,con mascotas,no,si,no,si,ordenada,cumbia,no,pelis,no
4665,noche,madrugador,silencioso,secundaria,no,si,si,sin mascotas,si,si,no,no,relajado,pop,si,pelis,no
4666,noche,madrugador,silencioso,universidad,no,si,no,sin mascotas,si,no,no,si,ordenada,pop,no,pelis,no
4667,noche,nocturno,silencioso,preparatoria,no,no,si,con mascotas,si,si,no,no,relajado,electronica,no,pelis,no
4668,tarde,madrugador,ruidoso,universidad,si,no,si,con mascotas,si,si,no,si,ordenada,electronica,no,salir,si
4669,noche,madrugador,ruidoso,secundaria,si,no,no,con mascotas,no,si,si,no,ordenada,rock,si,pelis,no
4670,noche,nocturno,ruidoso,universidad,si,no,no,con mascotas,si,no,si,no,relajado,electronica,no,salir,no
4671,noche,madrugador,ruidoso,universidad,no,si,si,sin mascotas,no,si,si,no,ordenada,pop,si,pelis,si
4672,mañana,nocturno,ruidoso,secundaria,no,no,no,con mascotas,no,si,si,si,ordenada,cumbia,no,salir,si
4673,mañana,madrugador,silencioso,secundaria,si,si,si,con mascotas,si,no,no,si,relajado,electronica,si,salir,no
4674,tarde,nocturno,ruidoso,secundaria,si,si,no,sin mascotas,no,si,si,no,ordenada,cumbia,no,pelis,si
4675,tarde,madrugador,silencioso,secundaria,no,si,si,sin mascotas,no,no,no,si,relajado,pop,no,pelis,si
4676,mañana,madrugador,ruidoso,preparatoria,no,no,si,con mascotas,no,no,si,no,ordenada,rock,no,pelis,no
4677,mañana,madrugador,ruidoso,secundaria,si,no,si,con mascotas,no,si,si,no,ordenada,pop,si,pelis,no
4678,mañana,madrugador,ruidoso,preparatoria,no,si,si,sin mascotas,no,si,no,no,ordenada,cumbia,si,salir,no
4679,mañana,madrugador,silencioso,secundaria,si,si,si,sin mascotas,si,no,si,no,ordenada,cumbia,si,pelis,no
4680,noche,nocturno,silencioso,preparatoria,si,no,no,sin mascotas,si,si,no,si,ordenada,cumbia,si,salir,si
4681,mañana,nocturno,silencioso,preparatoria,si,si,no,sin mascotas,si,si,no,no,ordenada,pop,si,salir,si
4682,noche,nocturno,silencioso,preparatoria,no,si,no,sin mascotas,si,si,si,no,relajado,salsa,si,salir,si
4683,tarde,nocturno,ruidoso,universidad,no,si,si,con mascotas,no,no,no,no,relajado,rock,no,pelis,si
4684,tarde,nocturno,silencioso,preparatoria,si,no,no,sin mascotas,si,no,si,si,ordenada,electronica,no,salir,no
4685,noche,madrugador,silencioso,secundaria,si,si,no,con mascotas,no,no,si,no,ordenada,pop,si,salir,si
4686,noche,madrugador,ruidoso,secundaria,no,no,si,con mascotas,si,no,no,si,ordenada,salsa,si,pelis,si
4687,tarde,nocturno,ruidoso,preparatoria,si,no,si,sin mascotas,si,no,si,si,relajado,rock,no,pelis,no
4688,mañana,madrugador,silencioso,preparatoria,no,si,si,sin mascotas,no,si,si,no,ordenada,cumbia,no,salir,no
4689,mañana,nocturno,ruidoso,secundaria,no,no,si,con mascotas,si,no,no,si,relajado,salsa,si,salir,no
4690,noche,nocturno,silencioso,universidad,si,no,no,con mascotas,no,si,si,no,relajado,rock,no,salir,si
4691,mañana,madrugador,silencioso,universidad,si,no,no,sin mascotas,si,no,no,no,ordenada,electronica,no,salir,no
4692,tarde,madrugador,ruidoso,secundaria,no,no,no,con mascotas,no,no,no,no,ordenada,rock,no,pelis,si
4693,mañana,madrugador,silencioso,preparatoria,si,no,si,sin mascotas,si,si,si,no,relajado,rock,si,pelis,no
4694,noche,nocturno,silencioso,preparatoria,si,no,no,sin mascotas,si,si,no,no,ordenada,cumbia,si,pelis,si
4695,noche,nocturno,ruidoso,preparatoria,no,si,no,con mascotas,no,no,si,no,relajado,pop,si,pelis,no
4696,tarde,madrugador,silencioso,preparatoria,si,no,no,con mascotas,no,si,no,no,relajado,pop,no,salir,no
4697,noche,nocturno,ruidoso,universidad,no,no,si,sin mascotas,no,si,no,si,relajado,electronica,si,pelis,no
4698,tarde,madrugador,silencioso,preparatoria,si,no,si,sin mascotas,si,si,no,no,relajado,cumbia,no,pelis,no
4699,tarde,madrugador,silencioso,preparatoria,no,no,si,con mascotas,si,no,si,si,ordenada,electronica,no,pelis,no
4700,tarde,madrugador,ruidoso,preparatoria,no,si,no,con mascotas,no,no,si,si,ordenada,salsa,no,salir,si
4701,tarde,nocturno,ruidoso,secundaria,si,si,no,sin mascotas,no,no,si,no,relajado,pop,no,salir,si
4702,tarde,madrugador,ruidoso,universidad,si,no,si,sin mascotas,si,si,no,si,ordenada,pop,si,salir,no
4703,mañana,nocturno,ruidoso,universidad,no,no,no,sin mascotas,si,no,no,si,relajado,electronica,si,pelis,si
4704,tarde,nocturno,silencioso,preparatoria,si,no,no,sin mascotas,si,si,si,si,ordenada,cumbia,si,pelis,no
4705,mañana,nocturno,ruidoso,universidad,si,si,si,sin mascotas,no,si,si,no,relajado,electronica,si,salir,si
4706,mañana,nocturno,silencioso,preparatoria,no,si,no,sin mascotas,no,no,no,si,relajado,cumbia,si,pelis,no
4707,tarde,madrugador,silencioso,preparatoria,no,si,si,sin mascotas,si,no,si,no,ordenada,rock,si,pelis,no
4708,mañana,madrugador,silencioso,preparatoria,no,no,no,con mascotas,no,no,si,no,relajado,rock,si,pelis,no
4709,mañana,nocturno,ruidoso,secundaria,si,no,no,con mascotas,si,si,no,si,ordenada,cumbia,si,salir,si
4710,tarde,nocturno,silencioso,preparatoria,no,si,no,sin mascotas,si,no,no,si,relajado,rock,si,pelis,si
4711,mañana,nocturno,ruidoso,secundaria,no,no,si,con mascotas,si,no,si,si,ordenada,salsa,si,salir,no
4712,mañana,madrugador,silencioso,secundaria,si,si,si,sin mascotas,no,si,no,si,ordenada,salsa,no,pelis,si
4713,noche,nocturno,ruidoso,secundaria,si,si,no,sin mascotas,no,si,si,no,relajado,electronica,si,salir,si
4714,tarde,madrugador,ruidoso,universidad,no,si,si,sin mascotas,si,no,no,si,relajado,pop,no,salir,si
4715,noche,madrugador,ruidoso,universidad,si,no,si,sin mascotas,si,si,no,si,ordenada,salsa,si,salir,si
4716,tarde,nocturno,silencioso,preparatoria,no,si,no,sin mascotas,si,no,si,no,relajado,pop,no,salir,si
4717,tarde,nocturno,ruidoso,secundaria,no,si,no,sin mascotas,si,si,si,si,relajado,electronica,si,salir,no
4718,tarde,nocturno,silencioso,preparatoria,si,no,no,sin mascotas,no,si,no,si,relajado,electronica,no,pelis,no
4719,tarde,nocturno,ruidoso,preparatoria,no,si,si,con mascotas,no,si,si,no,relajado,pop,no,salir,no
4720,tarde,madrugador,silencioso,universidad,no,no,si,con mascotas,si,si,si,si,ordenada,electronica,no,salir,no
4721,tarde,nocturno,silencioso,secundaria,no,no,si,con mascotas,no,si,si,no,ordenada,electronica,no,salir,si
4722,noche,nocturno,ruidoso,secundaria,no,si,no,sin mascotas,no,no,si,no,ordenada,pop,no,salir,no
4723,noche,nocturno,silencioso,secundaria,no,si,si,con mascotas,no,si,no,si,relajado,electronica,si,salir,no
4724,mañana,nocturno,silencioso,preparatoria,no,no,no,sin mascotas,no,si,no,no,relajado,pop,si,pelis,si
4725,mañana,madrugador,ruidoso,universidad,si,si,si,sin mascotas,no,no,si,no,ordenada,rock,no,salir,no
4726,noche,madrugador,ruidoso,universidad,no,si,no,sin mascotas,si,si,si,si,ordenada,cumbia,no,salir,no
4727,tarde,madrugador,ruidoso,universidad,si,no,no,sin mascotas,si,no,no,no,relajado,salsa,no,salir,si
4728,tarde,madrugador,silencioso,universidad,si,si,no,con mascotas,no,si,no,si,ordenada,pop,si,salir,si
4729,tarde,madrugador,silencioso,secundaria,no,si,no,sin mascotas,no,si,no,si,ordenada,rock,no,salir,no
4730,noche,madrugador,ruidoso,secundaria,no,no,si,con mascotas,si,no,si,si,relajado,salsa,no,pelis,no
4731,tarde,madrugador,ruidoso,secundaria,no,si,si,sin mascotas,no,si,no,no,ordenada,pop,no,pelis,si
4732,noche,nocturno,ruidoso,secundaria,no,si,no,con mascotas,si,no,si,no,ordenada,cumbia,si,pelis,no
4733,tarde,nocturno,silencioso,preparatoria,no,no,si,sin mascotas,si,no,si,si,relajado,pop,no,salir,no
4734,tarde,nocturno,silencioso,universidad,si,no,no,con mascotas,si,no,no,no,ordenada,salsa,si,salir,si
4735,noche,madrugador,silencioso,universidad,si,no,si,sin mascotas,no,no,no,no,ordenada,pop,no,pelis,si
4736,tarde,nocturno,silencioso,secundaria,si,no,no,sin mascotas,no,no,no,si,ordenada,pop,no,pelis,no
4737,mañana,nocturno,silencioso,secundaria,no,si,no,con mascotas,no,si,si,no,ordenada,cumbia,no,salir,no
4738,mañana,madrugador,silencioso,universidad,no,si,si,con mascotas,no,no,no,no,relajado,salsa,si,salir,no
4739,tarde,nocturno,silencioso,preparatoria,si,si,no,con mascotas,no,no,no,si,relajado,electronica,no,salir,no
4740,noche,madrugador,ruidoso,universidad,si,si,no,sin mascotas,no,no,si,no,ordenada,salsa,no,salir,no
4741,mañana,madrugador,silencioso,preparatoria,no,no,no,sin mascotas,si,si,si,si,ordenada,cumbia,no,salir,no
4742,noche,madrugador,ruidoso,preparatoria,no,si,si,sin mascotas,no,si,si,si,ordenada,cumbia,si,pelis,no
4743,mañana,madrugador,silencioso,preparatoria,no,si,si,sin mascotas,no,si,si,si,ordenada,rock,no,salir,si
4744,tarde,madrugador,ruidoso,universidad,si,si,si,sin mascotas,si,no,si,no,relajado,cumbia,no,pelis,no
4745,tarde,madrugador,silencioso,secundaria,no,no,si,con mascotas,si,si,no,no,relajado,rock,no,salir,si
4746,noche,nocturno,silencioso,universidad,no,no,si,con mascotas,si,no,si,si,relajado,cumbia,no,pelis,si
4747,noche,nocturno,ruidoso,universidad,no,si,si,sin mascotas,si,si,no,si,relajado,salsa,no,salir,si
4748,mañana,nocturno,ruidoso,preparatoria,si,no,no,sin mascotas,si,si,no,no,relajado,salsa,si,salir,no
4749,noche,nocturno,silencioso,preparatoria,no,no,si,sin mascotas,no,no,no,si,ordenada,cumbia,si,pelis,no
4750,noche,madrugador,ruidoso,universidad,si,si,no,sin mascotas,si,no,si,no,relajado,electronica,si,pelis,no
4751,tarde,madrugador,silencioso,secundaria,no,si,si,con mascotas,no,si,no,no,ordenada,salsa,si,salir,si
4752,tarde,madrugador,silencioso,universidad,si,no,si,sin mascotas,no,no,si,no,ordenada,pop,si,pelis,si
4753,tarde,nocturno,silencioso,secundaria,no,no,no,sin mascotas,no,si,si,no,relajado,rock,no,salir,no
4754,noche,madrugador,silencioso,universidad,no,no,si,sin mascotas,no,si,no,no,ordenada,rock,no,salir,si
4755,tarde,madrugador,silencioso,universidad,si,no,no,con mascotas,si,no,si,si,relajado,pop,no,pelis,si
4756,mañana,nocturno,ruidoso,secundaria,si,no,si,con mascotas,no,si,no,no,ordenada,cumbia,no,pelis,no
4757,mañana,madrugador,silencioso,universidad,no,no,no,con mascotas,si,no,no,si,ordenada,cumbia,no,salir,no
4758,noche,madrugador,silencioso,universidad,si,no,si,sin mascotas,si,si,si,si,ordenada,rock,si,pelis,no
4759,tarde,madrugador,ruidoso,secundaria,si,no,no,con mascotas,no,no,no,no,relajado,salsa,no,salir,si
4760,tarde,madrugador,ruidoso,universidad,no,si,si,con mascotas,si,no,no,si,ordenada,electronica,no,pelis,si
4761,mañana,madrugador,silencioso,preparatoria,si,no,si,con mascotas,no,no,si,no,ordenada,pop,no,salir,no
4762,tarde,madrugador,ruidoso,preparatoria,si,si,si,con mascotas,si,si,si,no,ordenada,cumbia,no,salir,no
4763,noche,nocturno,ruidoso,universidad,no,no,no,con mascotas,si,no,no,si,relajado,cumbia,si,salir,no
4764,noche,nocturno,silencioso,secundaria,si,no,no,sin mascotas,si,no,no,no,relajado,rock,si,pelis,no
4765,tarde,madrugador,ruidoso,universidad,si,no,si,con mascotas,si,si,si,no,ordenada,electronica,no,salir,no
4766,mañana,madrugador,silencioso,universidad,no,no,no,con mascotas,no,no,si,no,relajado,salsa,si,salir,si
4767,tarde,nocturno,silencioso,universidad,no,si,no,con mascotas,si,no,no,no,ordenada,electronica,no,salir,no
4768,noche,madrugador,silencioso,universidad,si,si,no,con mascotas,si,si,si,si,relajado,cumbia,si,pelis,si
4769,noche,madrugador,ruidoso,universidad,si,si,no,con mascotas,no,no,si,no,relajado,cumbia,si,salir,no
4770,noche,madrugador,silencioso,universidad,si,no,si,con mascotas,no,si,no,si,ordenada,cumbia,no,salir,no
4771,noche,nocturno,silencioso,secundaria,no,si,no,con mascotas,no,si,no,si,relajado,rock,si,salir,no
4772,noche,madrugador,silencioso,secundaria,si,si,si,con mascotas,no,si,no,no,ordenada,salsa,si,salir,si
4773,tarde,madrugador,silencioso,preparatoria,no,no,no,con mascotas,no,si,no,no,relajado,salsa,no,pelis,no
4774,noche,madrugador,silencioso,secundaria,no,no,si,con mascotas,no,si,si,si,ordenada,pop,no,pelis,si
